名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
栄絵里香,2020-12,久光スプリングス,11,5,0,0,0,,,0,0,0,0,9,1,0,1,0,0,0,,0.0,0.0,13.9,
栄絵里香,2021-01,久光スプリングス,11,12,2,0,0,0.0,0.0,0,0,0,1,37,1,0,8,1,0,0,,0.0,0.08,8.1,0.0
梅津憂理,2020-10,KUROBEアクアフェアリーズ,13,6,44,9,3,20.5,13.6,1,1,0,0,16,0,0,4,25,4,8,100.0,1.5,0.0,6.2,32.0
梅津憂理,2020-11,KUROBEアクアフェアリーズ,13,2,0,0,0,,,0,0,0,0,3,0,0,1,5,2,1,,0.0,0.0,8.3,50.0
梅津憂理,2020-12,KUROBEアクアフェアリーズ,13,1,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,5,0,2,,0.0,0.0,0.0,20.0
梅津憂理,2021-01,KUROBEアクアフェアリーズ,13,8,45,12,3,26.7,20.0,3,1,0,2,19,0,1,6,59,13,18,33.3,1.5,0.25,6.6,37.3
梅津憂理,2021-02,KUROBEアクアフェアリーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
森田茉莉,2020-10,PFUブルーキャッツ,3,8,0,0,0,,,0,0,0,0,0,0,0,0,20,8,7,,0.0,0.0,,57.5
森田茉莉,2020-11,PFUブルーキャッツ,3,16,0,0,0,,,0,0,0,0,0,0,0,0,59,26,18,,0.0,0.0,,59.3
森田茉莉,2020-12,PFUブルーキャッツ,3,2,0,0,0,,,0,0,0,0,0,0,0,0,3,0,1,,0.0,0.0,,16.7
森田茉莉,2021-01,PFUブルーキャッツ,3,6,0,0,0,,,0,0,0,0,0,0,0,0,16,8,2,,0.0,0.0,,56.2
森田茉莉,2021-02,PFUブルーキャッツ,3,4,0,0,0,,,0,0,0,0,0,0,0,0,15,4,2,,0.0,0.0,,33.3
森谷史佳,2020-10,デンソーエアリービーズ,10,3,0,0,0,,,0,0,0,0,6,1,1,1,0,0,0,,0.0,0.0,16.7,
森谷史佳,2020-11,デンソーエアリービーズ,10,13,19,6,0,31.6,31.6,0,0,0,0,34,0,2,8,0,0,0,,0.46,0.0,4.4,
森谷史佳,2020-12,デンソーエアリービーズ,10,3,1,0,0,0.0,0.0,0,0,0,0,10,0,0,3,0,0,0,,0.0,0.0,7.5,
森谷史佳,2021-01,デンソーエアリービーズ,10,6,25,8,0,32.0,32.0,0,0,0,0,26,3,2,8,1,0,0,,1.33,0.0,17.3,0.0
森谷史佳,2021-02,デンソーエアリービーズ,10,8,2,0,0,0.0,0.0,0,0,0,0,13,1,0,6,0,0,0,,0.0,0.0,19.2,
椎名真子,2020-10,埼玉上尾メディックス,14,2,9,1,0,11.1,11.1,1,0,0,0,3,0,2,0,0,0,0,0.0,0.5,0.0,-16.7,
椎名真子,2020-11,埼玉上尾メディックス,14,6,28,11,0,39.3,39.3,1,0,0,0,17,0,5,3,13,4,3,0.0,1.83,0.0,-2.9,42.3
椎名真子,2020-12,埼玉上尾メディックス,14,4,18,4,1,22.2,16.7,0,0,0,1,2,0,0,1,10,5,1,,1.0,0.25,12.5,55.0
楢崎慈恵,2020-10,岡山シーガルズ,27,13,0,0,0,,,0,0,0,0,0,0,0,0,36,18,7,,0.0,0.0,,59.7
楢崎慈恵,2020-11,岡山シーガルズ,27,28,0,0,0,,,0,0,0,0,0,0,0,0,90,40,26,,0.0,0.0,,58.9
楢崎慈恵,2020-12,岡山シーガルズ,27,6,0,0,0,,,0,0,0,0,1,0,0,0,17,12,1,,0.0,0.0,0.0,73.5
楢崎慈恵,2021-01,岡山シーガルズ,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
楢崎慈恵,2021-02,岡山シーガルズ,27,6,0,0,0,,,0,0,0,0,1,0,1,0,36,21,4,,0.0,0.0,-25.0,63.9
榊原美沙都,2020-10,トヨタ車体クインシーズ,8,10,0,0,0,,,0,0,0,0,0,0,0,0,56,22,14,,0.0,0.0,,51.8
榊原美沙都,2020-11,トヨタ車体クインシーズ,8,11,0,0,0,,,0,0,0,0,0,0,0,0,41,21,13,,0.0,0.0,,67.1
榊原美沙都,2020-12,トヨタ車体クインシーズ,8,2,0,0,0,,,0,0,0,0,0,0,0,0,9,3,2,,0.0,0.0,,44.4
榊原美沙都,2021-01,トヨタ車体クインシーズ,8,10,0,0,0,,,0,0,0,0,0,0,0,0,36,18,10,,0.0,0.0,,63.9
榊原美沙都,2021-02,トヨタ車体クインシーズ,8,4,0,0,0,,,0,0,0,0,0,0,0,0,15,12,1,,0.0,0.0,,83.3
榊原菜那,2020-10,JTマーヴェラス,9,2,3,1,0,33.3,33.3,0,0,0,1,12,0,0,2,0,0,0,,0.5,0.5,4.2,
榊原菜那,2020-11,JTマーヴェラス,9,9,23,7,2,30.4,21.7,0,0,0,1,39,0,1,15,0,0,0,,0.78,0.11,9.0,
榊原菜那,2020-12,JTマーヴェラス,9,6,12,9,0,75.0,75.0,0,0,0,1,27,0,2,9,0,0,0,,1.5,0.17,6.5,
榊原菜那,2021-01,JTマーヴェラス,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
権田寛奈,2020-10,埼玉上尾メディックス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
権田寛奈,2020-11,埼玉上尾メディックス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
横田真未,2020-10,デンソーエアリービーズ,16,9,31,15,1,48.4,45.2,0,0,0,6,28,3,2,13,1,0,0,,1.67,0.67,20.5,0.0
横田真未,2020-11,デンソーエアリービーズ,16,25,115,53,2,46.1,44.3,0,0,0,7,86,6,7,33,4,3,0,,2.12,0.28,14.5,75.0
横田真未,2020-12,デンソーエアリービーズ,16,7,30,11,1,36.7,33.3,0,0,0,3,22,1,4,3,1,1,0,,1.57,0.43,3.4,100.0
横田真未,2021-01,デンソーエアリービーズ,16,5,20,10,1,50.0,45.0,0,0,0,3,19,0,4,4,0,0,0,,2.0,0.6,0.0,
横田真未,2021-02,デンソーエアリービーズ,16,19,65,28,3,43.1,38.5,0,0,0,7,56,0,7,16,5,3,1,,1.47,0.37,4.0,70.0
橋本梨紗,2020-11,JTマーヴェラス,18,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
橋本梨紗,2020-12,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘井友香,2020-10,JTマーヴェラス,4,14,62,26,5,41.9,33.9,0,0,0,1,23,4,1,11,1,1,0,,1.86,0.07,28.3,100.0
橘井友香,2020-11,JTマーヴェラス,4,25,80,21,5,26.2,20.0,0,0,0,3,34,4,7,13,1,0,0,,0.84,0.12,16.2,0.0
橘井友香,2020-12,JTマーヴェラス,4,6,29,13,0,44.8,44.8,0,0,0,0,8,1,0,3,0,0,0,,2.17,0.0,21.9,
橘井友香,2021-01,JTマーヴェラス,4,12,19,8,1,42.1,36.8,1,0,0,0,12,0,0,6,8,4,2,0.0,0.67,0.0,12.5,62.5
橘井友香,2021-02,JTマーヴェラス,4,12,28,6,0,21.4,21.4,0,0,0,1,11,0,2,4,0,0,0,,0.5,0.08,4.5,
櫻井美樹,2020-10,ヴィクトリーナ姫路,2,14,1,1,0,100.0,100.0,0,0,0,0,36,1,1,8,0,0,0,,0.07,0.0,7.6,
櫻井美樹,2020-11,ヴィクトリーナ姫路,2,31,9,3,0,33.3,33.3,0,0,0,1,84,0,0,22,0,0,0,,0.1,0.03,6.5,
櫻井美樹,2020-12,ヴィクトリーナ姫路,2,7,2,2,0,100.0,100.0,0,0,0,0,18,0,1,4,0,0,0,,0.29,0.0,4.2,
櫻井美樹,2021-01,ヴィクトリーナ姫路,2,22,6,2,0,33.3,33.3,0,0,0,0,64,1,7,19,0,0,0,,0.09,0.0,6.2,
櫻井美樹,2021-02,ヴィクトリーナ姫路,2,8,1,0,0,0.0,0.0,0,0,0,1,20,2,1,5,1,0,0,,0.0,0.12,15.0,0.0
水杉玲奈,2020-10,東レアローズ,11,6,0,0,0,,,0,0,0,0,0,0,0,0,27,17,3,,0.0,0.0,,68.5
水杉玲奈,2020-11,東レアローズ,11,22,0,0,0,,,0,0,0,0,0,0,0,0,78,47,20,,0.0,0.0,,73.1
水杉玲奈,2020-12,東レアローズ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,10,3,2,,0.0,0.0,,40.0
水杉玲奈,2021-01,東レアローズ,11,11,0,0,0,,,0,0,0,0,0,0,0,0,38,18,9,,0.0,0.0,,59.2
水杉玲奈,2021-02,東レアローズ,11,6,0,0,0,,,0,0,0,0,0,0,0,0,31,9,9,,0.0,0.0,,43.5
池谷優佳,2020-10,久光スプリングス,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
池谷優佳,2020-11,久光スプリングス,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
池谷優佳,2021-01,久光スプリングス,15,4,0,0,0,,,0,0,0,0,0,0,0,0,12,5,3,,0.0,0.0,,54.2
津賀菜緒,2020-10,PFUブルーキャッツ,13,8,60,18,4,30.0,23.3,7,2,1,1,14,0,4,5,0,0,0,28.6,2.25,0.12,1.8,
津賀菜緒,2020-11,PFUブルーキャッツ,13,19,104,24,7,23.1,16.3,7,2,1,1,31,0,4,6,0,0,0,28.6,1.26,0.05,1.6,
津賀菜緒,2020-12,PFUブルーキャッツ,13,2,7,1,2,14.3,-14.3,1,0,1,1,2,0,0,0,0,0,0,0.0,0.5,0.5,0.0,
津賀菜緒,2021-01,PFUブルーキャッツ,13,8,24,9,1,37.5,33.3,2,0,0,1,4,0,3,1,0,0,0,0.0,1.12,0.12,-12.5,
津賀菜緒,2021-02,PFUブルーキャッツ,13,2,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
浮島杏加子,2020-10,KUROBEアクアフェアリーズ,12,8,57,23,2,40.4,36.8,1,0,0,0,20,1,4,3,1,0,0,0.0,2.88,0.0,3.8,0.0
浮島杏加子,2020-11,KUROBEアクアフェアリーズ,12,9,33,16,1,48.5,45.5,0,0,0,0,0,0,0,0,0,0,0,,1.78,0.0,,
浮島杏加子,2020-12,KUROBEアクアフェアリーズ,12,4,11,1,1,9.1,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0.0,,
浮島杏加子,2021-01,KUROBEアクアフェアリーズ,12,11,53,22,4,41.5,34.0,5,1,1,2,4,0,1,0,0,0,0,20.0,2.0,0.18,-6.2,
浮島杏加子,2021-02,KUROBEアクアフェアリーズ,12,2,5,2,1,40.0,20.0,2,1,0,0,1,0,0,0,0,0,0,50.0,1.0,0.0,0.0,
深萱知代,2020-10,JTマーヴェラス,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
深萱知代,2020-11,JTマーヴェラス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡邊彩,2020-10,トヨタ車体クインシーズ,7,10,31,8,1,25.8,22.6,0,0,0,3,19,1,0,3,5,1,1,,0.8,0.3,9.2,30.0
渡邊彩,2020-11,トヨタ車体クインシーズ,7,28,164,73,5,44.5,41.5,1,0,0,9,89,4,5,29,3,2,1,0.0,2.61,0.32,11.2,83.3
渡邊彩,2020-12,トヨタ車体クインシーズ,7,6,19,5,0,26.3,26.3,0,0,0,3,13,0,0,2,0,0,0,,0.83,0.5,3.8,
渡邊彩,2021-01,トヨタ車体クインシーズ,7,14,42,14,1,33.3,31.0,0,0,0,2,33,3,0,13,0,0,0,,1.0,0.14,18.9,
渡邊彩,2021-02,トヨタ車体クインシーズ,7,9,29,11,3,37.9,27.6,0,0,0,2,27,0,2,9,3,1,2,,1.22,0.22,6.5,66.7
渡邊真恵,2020-10,岡山シーガルズ,6,14,116,43,2,37.1,35.3,7,4,0,2,46,0,2,5,13,8,1,57.1,3.07,0.14,1.6,65.4
渡邊真恵,2020-11,岡山シーガルズ,6,28,224,84,18,37.5,29.5,17,3,2,4,96,3,0,23,20,10,2,17.6,3.0,0.14,9.1,55.0
渡邊真恵,2020-12,岡山シーガルズ,6,6,67,25,5,37.3,29.9,4,1,0,3,19,2,0,4,8,5,1,25.0,4.17,0.5,15.8,68.8
渡邊真恵,2021-01,岡山シーガルズ,6,15,118,49,3,41.5,39.0,7,0,1,2,58,3,6,16,10,4,2,0.0,3.27,0.13,9.5,50.0
渡邊真恵,2021-02,岡山シーガルズ,6,12,75,27,4,36.0,30.7,0,0,0,0,44,4,3,11,5,1,1,,2.25,0.0,13.6,30.0
溝口由利香,2021-01,ヴィクトリーナ姫路,18,7,0,0,0,,,0,0,0,0,0,0,0,0,16,6,2,,0.0,0.0,,43.8
溝口由利香,2021-02,ヴィクトリーナ姫路,18,4,0,0,0,,,0,0,0,0,0,0,0,0,8,2,2,,0.0,0.0,,37.5
澤田由佳,2020-10,NECレッドロケッツ,10,9,0,0,0,,,0,0,0,1,36,1,1,9,1,0,0,,0.0,0.11,8.3,0.0
澤田由佳,2020-11,NECレッドロケッツ,10,20,2,0,0,0.0,0.0,0,0,0,0,56,1,2,16,1,0,0,,0.0,0.0,8.0,0.0
澤田由佳,2020-12,NECレッドロケッツ,10,7,0,0,0,,,0,0,0,0,25,1,1,10,1,0,0,,0.0,0.0,13.0,0.0
澤田由佳,2021-01,NECレッドロケッツ,10,17,2,2,0,100.0,100.0,0,0,0,1,54,1,2,15,0,0,0,,0.12,0.06,7.9,
澤田由佳,2021-02,NECレッドロケッツ,10,10,1,0,0,0.0,0.0,0,0,0,1,30,0,1,6,1,0,0,,0.0,0.1,4.2,0.0
濱松明日香,2020-10,久光スプリングス,17,13,54,21,2,38.9,35.2,0,0,0,6,32,1,5,14,2,1,0,,1.62,0.46,10.2,50.0
濱松明日香,2020-11,久光スプリングス,17,5,18,8,3,44.4,27.8,0,0,0,0,13,0,0,3,0,0,0,,1.6,0.0,5.8,
濱松明日香,2020-12,久光スプリングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
濱松明日香,2021-02,久光スプリングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸杏華,2020-10,PFUブルーキャッツ,2,6,11,4,0,36.4,36.4,0,0,0,3,18,0,5,7,0,0,0,,0.67,0.5,2.8,
瀬戸杏華,2020-11,PFUブルーキャッツ,2,5,14,2,2,14.3,0.0,0,0,0,1,9,1,1,2,3,1,0,,0.4,0.2,13.9,33.3
瀬戸杏華,2020-12,PFUブルーキャッツ,2,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
瀬戸杏華,2021-01,PFUブルーキャッツ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸杏華,2021-02,PFUブルーキャッツ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
熊井風音,2020-10,トヨタ車体クインシーズ,10,1,6,1,1,16.7,0.0,0,0,0,0,6,1,1,0,0,0,0,,1.0,0.0,12.5,
熊井風音,2020-11,トヨタ車体クインシーズ,10,7,52,20,1,38.5,36.5,3,0,0,1,27,0,3,8,41,18,9,0.0,2.86,0.14,4.6,54.9
熊井風音,2020-12,トヨタ車体クインシーズ,10,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
熊井風音,2021-01,トヨタ車体クインシーズ,10,2,17,3,1,17.6,11.8,1,0,0,0,4,0,0,0,11,4,2,0.0,1.5,0.0,0.0,45.5
熊井風音,2021-02,トヨタ車体クインシーズ,10,3,6,1,0,16.7,16.7,0,0,0,0,4,0,1,0,4,1,2,,0.33,0.0,-6.2,50.0
田中咲希,2020-10,ヴィクトリーナ姫路,13,14,108,47,6,43.5,38.0,3,0,0,2,35,1,2,13,45,21,3,0.0,3.36,0.14,10.7,50.0
田中咲希,2020-11,ヴィクトリーナ姫路,13,31,253,103,12,40.7,36.0,5,1,1,3,67,2,5,14,134,58,25,20.0,3.32,0.1,6.3,52.6
田中咲希,2020-12,ヴィクトリーナ姫路,13,7,49,24,2,49.0,44.9,0,0,0,2,19,0,0,7,24,11,4,,3.43,0.29,9.2,54.2
田中咲希,2021-01,ヴィクトリーナ姫路,13,21,143,54,6,37.8,33.6,3,2,0,2,42,3,3,15,77,34,18,66.7,2.57,0.1,14.3,55.8
田中咲希,2021-02,ヴィクトリーナ姫路,13,8,76,34,3,44.7,40.8,0,0,0,0,26,0,1,8,33,9,7,,4.25,0.0,6.7,37.9
田中瑞稀,2020-10,JTマーヴェラス,6,11,129,37,8,28.7,22.5,10,1,3,1,41,1,9,10,88,35,19,10.0,3.36,0.09,3.0,50.6
田中瑞稀,2020-11,JTマーヴェラス,6,26,268,100,14,37.3,32.1,24,8,4,4,107,6,10,36,165,60,52,33.3,3.85,0.15,11.7,52.1
田中瑞稀,2020-12,JTマーヴェラス,6,6,67,25,2,37.3,34.3,7,5,0,1,25,1,2,6,48,31,4,71.4,4.17,0.17,8.0,68.8
田中瑞稀,2021-01,JTマーヴェラス,6,8,51,19,0,37.3,37.3,3,2,0,2,15,0,6,1,66,32,16,66.7,2.38,0.25,-8.3,60.6
田中瑞稀,2021-02,JTマーヴェラス,6,14,125,42,6,33.6,28.8,16,6,3,4,53,1,10,11,106,51,17,37.5,3.0,0.29,2.4,56.1
田代佳奈美,2020-10,デンソーエアリービーズ,6,9,6,3,0,50.0,50.0,0,0,0,1,35,3,2,14,0,0,0,,0.33,0.11,17.1,
田代佳奈美,2020-11,デンソーエアリービーズ,6,32,25,10,0,40.0,40.0,3,0,0,2,101,4,3,29,2,0,0,0.0,0.31,0.06,10.4,0.0
田代佳奈美,2020-12,デンソーエアリービーズ,6,8,7,7,0,100.0,100.0,0,0,0,0,25,0,2,6,0,0,0,,0.88,0.0,4.0,
田代佳奈美,2021-01,デンソーエアリービーズ,6,7,4,2,0,50.0,50.0,0,0,0,3,22,0,0,6,0,0,0,,0.29,0.43,6.8,
田代佳奈美,2021-02,デンソーエアリービーズ,6,16,6,3,1,50.0,33.3,1,0,1,4,43,0,1,14,0,0,0,0.0,0.19,0.25,7.6,
田原愛里,2020-10,デンソーエアリービーズ,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田原愛里,2020-11,デンソーエアリービーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田原愛里,2020-12,デンソーエアリービーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田原愛里,2021-01,デンソーエアリービーズ,8,3,0,0,0,,,0,0,0,0,5,0,2,0,0,0,0,,0.0,0.0,-10.0,
田原愛里,2021-02,デンソーエアリービーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田口絢佳,2020-10,岡山シーガルズ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田口絢佳,2020-11,岡山シーガルズ,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
田口絢佳,2020-12,岡山シーガルズ,3,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田川紘美,2020-10,埼玉上尾メディックス,20,11,1,1,0,100.0,100.0,0,0,0,0,12,0,1,4,0,0,0,,0.09,0.0,6.2,
田川紘美,2020-11,埼玉上尾メディックス,20,14,0,0,0,,,0,0,0,0,33,1,0,11,1,0,0,,0.0,0.0,11.4,0.0
田川紘美,2020-12,埼玉上尾メディックス,20,3,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,,0.0,0.0,10.0,
田川紘美,2021-01,埼玉上尾メディックス,20,6,0,0,0,,,0,0,0,0,8,1,0,1,0,0,0,,0.0,0.0,15.6,
田川紘美,2021-02,埼玉上尾メディックス,20,3,0,0,0,,,0,0,0,0,6,0,1,0,0,0,0,,0.0,0.0,-4.2,
白井美沙紀,2020-10,東レアローズ,4,10,0,0,0,,,0,0,0,0,23,1,2,5,0,0,0,,0.0,0.0,7.6,
白井美沙紀,2020-11,東レアローズ,4,19,0,0,0,,,0,0,0,0,24,0,2,6,0,0,0,,0.0,0.0,4.2,
白井美沙紀,2020-12,東レアローズ,4,7,0,0,0,,,0,0,0,0,13,0,1,3,0,0,0,,0.0,0.0,3.8,
白井美沙紀,2021-01,東レアローズ,4,15,1,1,0,100.0,100.0,0,0,0,0,22,0,4,6,0,0,0,,0.07,0.0,2.3,
白井美沙紀,2021-02,東レアローズ,4,8,0,0,0,,,0,0,0,0,20,1,2,4,0,0,0,,0.0,0.0,7.5,
白澤明香里,2020-11,久光スプリングス,13,7,0,0,0,,,0,0,0,0,9,1,1,5,0,0,0,,0.0,0.0,22.2,
白澤明香里,2021-02,久光スプリングス,13,5,0,0,0,,,0,0,0,0,11,0,1,5,0,0,0,,0.0,0.0,9.1,
目黒優佳,2020-10,JTマーヴェラス,11,12,0,0,0,,,0,0,0,0,23,1,1,6,18,13,2,,0.0,0.0,9.8,77.8
目黒優佳,2020-11,JTマーヴェラス,11,19,1,0,0,0.0,0.0,1,0,0,0,33,1,1,8,24,11,7,0.0,0.0,0.0,8.3,60.4
目黒優佳,2020-12,JTマーヴェラス,11,5,0,0,0,,,0,0,0,0,8,0,0,2,8,8,0,,0.0,0.0,6.2,100.0
目黒優佳,2021-01,JTマーヴェラス,11,9,1,0,0,0.0,0.0,1,0,0,0,10,0,1,2,11,6,4,0.0,0.0,0.0,2.5,72.7
目黒優佳,2021-02,JTマーヴェラス,11,12,0,0,0,,,0,0,0,0,17,0,0,6,17,10,4,,0.0,0.0,8.8,70.6
石井優希,2020-10,久光スプリングス,6,14,150,60,4,40.0,37.3,15,3,1,3,56,5,3,20,97,48,13,20.0,4.29,0.21,16.5,56.2
石井優希,2020-11,久光スプリングス,6,18,184,59,13,32.1,25.0,22,7,2,2,58,0,4,15,150,59,52,31.8,3.28,0.11,4.7,56.7
石井優希,2020-12,久光スプリングス,6,7,73,17,6,23.3,15.1,2,0,0,2,23,1,3,4,72,44,11,0.0,2.43,0.29,5.4,68.8
石井優希,2021-01,久光スプリングス,6,10,87,29,8,33.3,24.1,7,1,1,1,32,0,3,9,63,34,10,14.3,2.9,0.1,4.7,61.9
石井優希,2021-02,久光スプリングス,6,9,106,38,6,35.8,30.2,12,4,2,0,36,1,1,9,75,40,16,33.3,4.22,0.0,8.3,64.0
石川真佑,2020-10,東レアローズ,12,12,116,58,6,50.0,44.8,13,5,2,5,60,6,6,27,81,41,18,38.5,4.83,0.42,18.8,61.7
石川真佑,2020-11,東レアローズ,12,28,251,107,15,42.6,36.7,36,5,4,9,113,3,15,36,191,99,42,13.9,3.82,0.32,7.3,62.8
石川真佑,2020-12,東レアローズ,12,7,70,23,4,32.9,27.1,12,2,1,1,39,1,4,2,21,8,6,16.7,3.29,0.14,1.3,52.4
石川真佑,2021-01,東レアローズ,12,17,171,75,9,43.9,38.6,24,5,4,2,70,4,11,16,153,74,33,20.8,4.41,0.12,7.5,59.2
石川真佑,2021-02,東レアローズ,12,10,85,33,5,38.8,32.9,12,5,0,1,51,4,2,13,49,20,11,41.7,3.3,0.1,13.2,52.0
石川真奈,2020-10,PFUブルーキャッツ,15,3,13,3,0,23.1,23.1,2,0,0,1,3,0,1,0,3,1,1,0.0,1.0,0.33,-8.3,50.0
石川真奈,2020-11,PFUブルーキャッツ,15,9,41,13,5,31.7,19.5,1,0,0,1,11,1,2,3,32,7,10,0.0,1.44,0.11,11.4,37.5
石川真奈,2020-12,PFUブルーキャッツ,15,2,2,0,0,0.0,0.0,0,0,0,0,2,1,1,0,5,2,0,,0.0,0.0,37.5,40.0
神田さくら,2021-01,JTマーヴェラス,17,9,23,8,1,34.8,30.4,0,0,0,1,40,1,2,9,1,1,0,,0.89,0.11,6.9,100.0
神田さくら,2021-02,JTマーヴェラス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福井愛加,2020-11,ヴィクトリーナ姫路,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福井愛加,2021-02,ヴィクトリーナ姫路,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福留慧美,2020-11,デンソーエアリービーズ,19,10,0,0,0,,,0,0,0,0,0,0,0,0,19,8,7,,0.0,0.0,,60.5
福留慧美,2020-12,デンソーエアリービーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福留慧美,2021-01,デンソーエアリービーズ,19,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
福留慧美,2021-02,デンソーエアリービーズ,19,5,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,,0.0,0.0,,100.0
稲葉早生,2020-10,トヨタ車体クインシーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
稲葉早生,2020-11,トヨタ車体クインシーズ,2,6,19,6,2,31.6,21.1,2,1,0,0,4,0,0,2,0,0,0,50.0,1.0,0.0,12.5,
稲葉早生,2020-12,トヨタ車体クインシーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
積山春花,2021-01,デンソーエアリービーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
窪田美侑,2020-10,日立リヴァーレ,4,16,72,27,6,37.5,29.2,4,2,0,5,64,3,4,26,142,62,35,50.0,1.69,0.31,13.3,56.0
窪田美侑,2020-11,日立リヴァーレ,4,22,77,29,11,37.7,23.4,1,0,0,2,56,6,3,23,99,49,24,0.0,1.32,0.09,19.6,61.6
窪田美侑,2020-12,日立リヴァーレ,4,5,0,0,0,,,0,0,0,0,5,0,0,1,17,4,6,,0.0,0.0,5.0,41.2
窪田美侑,2021-01,日立リヴァーレ,4,4,0,0,0,,,0,0,0,0,7,0,0,2,3,1,2,,0.0,0.0,7.1,66.7
窪田美侑,2021-02,日立リヴァーレ,4,13,3,1,1,33.3,0.0,1,0,0,0,15,1,2,7,21,10,6,0.0,0.08,0.0,15.0,61.9
立石優華,2020-10,KUROBEアクアフェアリーズ,18,18,0,0,0,,,0,0,0,0,0,0,0,0,74,37,16,,0.0,0.0,,60.8
立石優華,2020-11,KUROBEアクアフェアリーズ,18,24,0,0,0,,,0,0,0,0,0,0,0,0,80,36,18,,0.0,0.0,,56.2
立石優華,2020-12,KUROBEアクアフェアリーズ,18,8,0,0,0,,,0,0,0,0,0,0,0,0,32,11,12,,0.0,0.0,,53.1
立石優華,2021-01,KUROBEアクアフェアリーズ,18,10,0,0,0,,,0,0,0,0,5,0,0,1,27,8,10,,0.0,0.0,5.0,48.1
立石優華,2021-02,KUROBEアクアフェアリーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
籾井あき,2020-10,JTマーヴェラス,8,14,9,5,0,55.6,55.6,0,0,0,0,41,2,3,11,1,0,0,,0.36,0.0,9.8,0.0
籾井あき,2020-11,JTマーヴェラス,8,25,17,12,0,70.6,70.6,1,0,0,8,76,2,4,21,0,0,0,0.0,0.48,0.32,8.2,
籾井あき,2020-12,JTマーヴェラス,8,6,6,5,0,83.3,83.3,0,0,0,1,20,0,2,5,0,0,0,,0.83,0.17,3.8,
籾井あき,2021-01,JTマーヴェラス,8,13,17,10,1,58.8,52.9,0,0,0,0,36,1,3,13,0,0,0,,0.77,0.0,9.7,
